consumers,22168
result,22131
htm,22113
unsubscribe,22109
love,22100
martin,22061
johnson,22053
play,22043
didn,22002
signed,21962
building,21961
season,21934
league,21866
kelly,21863
europe,21845
mara,21814
water,21811
potential,21794
small,21784
players,21754
agreements,21753
meyers,21739
mw,21737
users,21695
trying,21676
fund,21646
standard,21643
average,21638
v,21627
join,21625
follow,21618
debt,21616
taking,21592
earnings,21565
finance,21536
southern,21519
th,21469
sarah,21465
agreed,21422
fuel,21401
copies,21399
daniel,21396
calpine,21382
color,21365
someone,21339
parties,21338
approved,21332
enough,21298
storage,21294
show,21282
individual,21234
large,21214
website,21194
proposal,21162
upon,21156
different,21116
pge,21082
security,21055
delete,21034
requested,21025
pt,20986
guzman,20943
dear,20934
canada,20933
east,20907
course,20846
paid,20823
mp,20777
although,20763
francisco,20757
five,20742
bring,20727
hard,20652
facility,20632
latest,20622
officials,20587
x,20572
kimberly,20518
earlier,20512
central,20511
late,20451
never,20374
saturday,20362
eol,20342
confirm,20331
physical,20319
stephen,20302
lee,20294
dbcaps97data,20292
summary,20282
necessary,20264
operation,20243
doug,20240
floor,20232
futures,20229
el,20227
understand,20205
operating,20181
attend,20179
rules,20171
random,20164
bills,20130
software,20075
coming,20066
release,20060
matthew,20051
clear,20047
iii,20003
round,19953
cut,19921
ben,19891
pacific,19883
black,19868
entity,19855
heard,19794
lot,19756
fact,19751
air,19749
retail,19735
groups,19718
local,19706
geir,19687
india,19685
ge,19675
afternoon,19675
corporation,19659
allow,19646
won,19628
34,19624
offers,19619
experience,19591
existing,19529
lower,19515
solberg,19508
de,19493
nov,19463
senate,19449
become,19433
privileged,19423
sender,19404
discussion,19378
sally,19359
slinger,19358
held,19354
paper,19342
joseph,19323
32,19315
anderson,19294
75,19281
ago,19262
55,19193
listed,19188
helvetica,19155
recently,19116
act,19111
directly,19105
funds,19083
otherwise,19067
changed,19049
purpose,19040
save,19035
feedback,19008
else,18989
respond,18973
rob,18966
36,18965
partners,18956
content,18948
along,18904
counsel,18855
charge,18826
outside,18825
ou,18824
school,18802
filing,18776
andrew,18774
tell,18739
scheduling,18725
independent,18703
outage,18702
concerns,18673
msn,18608
bid,18598
39,18597
though,18566
efforts,18528
filed,18528
field,18385
38,18382
analyst,18380
growth,18361
traders,18306
height,18291
family,18278
trades,18254
eb,18229
harris,18227
td2,18220
33,18184
guys,18128
gerald,18124
strong,18111
post,18057
bruce,18049
turn,18024
equity,18021
responsible,18008
moore,18002
united,17998
role,17983
script,17969
side,17960
prohibited,17953
77002,17943
closed,17936
securities,17917
enrononline,17862
sanders,17859
pricing,17854
palmer,17852
kate,17851
hotel,17846
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,17794
largest,17780
gray,17761
officer,17749
matter,17734
matt,17719
completed,17691
communication,17662
away,17625
head,17616
revised,17612
contain,17602
presentation,17589
always,17585
facilities,17572
laura,17571
accounting,17568
items,17544
puc,17486
agree,17480
leave,17479
results,17448
requirements,17448
works,17436
brent,17434
university,17428
notes,17421
application,17409
announced,17402
hall,17397
cal,17395
private,17371
andy,17298
ensure,17290
41,17281
sheila,17270
opportunities,17264
focus,17255
certain,17254
1400,17230
ok,17229
looks,17218
password,17187
model,17179
commodity,17172
disclosure,17146
activities,17125
sorry,17111
oct,17104
hearing,17104
los,17088
kathy,17077
lead,17036
37,17034
begin,17010
edward,16998
uk,16968
src,16968
sce,16965
material,16958
user,16953
ny,16905
story,16903
happy,16902
require,16850
deregulation,16848
42,16839
59,16806
donna,16803
chance,16782
messages,16761
angeles,16747
life,16728
48,16708
charles,16701
yes,16693
cn,16691
former,16685
includes,16660
effort,16645
projects,16641
49,16627
attachments,16627
pass,16565
paso,16556
expect,16534
60,16510
ahead,16501
significant,16501
appropriate,16481
52,16472
sold,16451
holiday,16450
article,16448
western,16431
usa,16394
clair,16392
training,16381
near,16379
country,16364
longer,16341
sempra,16338
kaufman,16313
img,16310
doesn,16289
positions,16288
xls,16274
settlement,16262
organization,16253
economic,16250
log,16247
code,16234
peak,16221
tracy,16214
wants,16151
associated,16129
wish,16085
answer,16066
location,16060
spot,16056
source,16054
epmi,16053
plus,16049
reported,16035
region,16011
feb,16009
47,16000
lines,15989
ready,15971
starting,15968
across,15966
agency,15934
rather,15922
server,15921
conditions,15914
nytimes,15910
wr,15896
taken,15891
agent,15886
58,15872
attorney,15838
200,15821
sue,15821
follows,15814
sandra,15806
among,15790
confirmation,15786
buying,15772
events,15755
43,15737
seen,15734
thing,15715
pager,15715
went,15708
elink,15675
statement,15669
cents,15637
cover,15615
named,15600
planning,15595
cell,15580
clark,15563
units,15560
56,15544
nelson,15539
phillip,15534
situation,15533
russell,15531
text,15529
computer,15526
minutes,15526
personal,15524
enter,15508
grid,15500
idea,15474
cindy,15454
wall,15453
notify,15424
keith,15415
outlook,15388
active,15386
provides,15272
strategy,15238
involved,15205
electronic,15185
loss,15184
charges,15152
half,15147
46,15143
diego,15142
hear,15039
authority,15021
rice,15017
example,15001
reason,15000
preferred,14987
assistance,14980
51,14970
nymex,14968
patrick,14858
julie,14853
trader,14839
tickets,14817
bad,14812
consider,14802
sheet,14794
al,14791
alias,14767
janet,14726
analysts,14723
nothing,14697
comment,14697
54,14685
structure,14682
correct,14681
cap,14660
light,14648
rogers,14632
pdx,14596
worth,14595
debra,14594
jay,14589
king,14567
remain,14546
shirley,14537
ever,14530
coal,14529
meetings,14527
bert,14506
skilling,14498
ability,14481
participants,14451
build,14439
test,14433
executed,14377
means,14371
car,14363
various,14359
couple,14346
ii,14346
word,14327
reuters,14323
ted,14306
hr,14303
middle,14302
industrial,14301
therefore,14300
seems,14287
hold,14279
beginning,14277
created,14271
appreciate,14263
dollars,14261
construction,14258
53,14242
session,14237
mmbtu,14211
sources,14210
select,14210
transportation,14210
came,14202
political,14175
reporting,14154
212,14141
six,14131
volumes,14130
germany,14118
llc,14105
investments,14100
reference,14097
makes,14081
annual,14077
57,14072
selling,14066
environmental,14047
lunch,14043
la,14013
advise,14009
previous,14008
kind,13979
morgan,13951
fall,13897
stay,13867
media,13855
venture,13852
running,13844
95,13840
lynn,13835
melissa,13815
areas,13806
hunter,13795
respect,13793
property,13787
everything,13766
authorized,13765
leaf,13762
blackouts,13757
default,13721
stop,13717
investor,13715
simply,13707
telephone,13704
took,13663
names,13658
chicago,13651
actually,13650
revenue,13646
remember,13643
bgcolor,13605
solution,13579
brad,13577
swap,13565
cheryl,13563
young,13550
style,13540
bradford,13523
cook,13517
care,13492
participate,13461
activity,13447
owned,13436
memo,13425
issued,13418
unless,13372
derivatives,13345
monika,13342
neal,13338
profit,13302
client,13297
internal,13280
flow,13265
newsletter,13259
contained,13247
bryan,13203
managing,13203
fine,13175
force,13167
county,13162
competitive,13146
sending,13130
christopher,13121
maureen,13084
affairs,13071
solutions,13067
tanya,13061
met,13016
3490,13015
calendar,13015
providing,13005
balance,13003
economy,12985
determine,12969
moving,12957
sullivan,12950
written,12944
lenhart,12943
lost,12936
transfer,12900
maybe,12900
harasin,12897
lewis,12894
andrea,12875
similar,12849
talking,12845
increased,12843
reserve,12842
card,12837
90,12831
initial,12823
pat,12819
savings,12818
fred,12815
miles,12815
drive,12794
green,12793
thompson,12789
discussions,12775
submitted,12775
occurred,12771
posted,12769
robertson,12759
present,12749
instead,12746
apply,12744
technical,12728
causholli,12725
span,12701
asset,12692
ng,12687
stocks,12663
behalf,12663
understanding,12661
weekly,12656
develop,12656
80,12653
kenneth,12646
vacation,12628
campbell,12612
portfolio,12606
broadband,12606
competition,12606
dates,12591
live,12589
published,12587
beck,12580
suite,12578
monthly,12576
japan,12576
consumer,12571
main,12556
calls,12550
stacey,12545
approach,12530
hartsoe,12517
confirmed,12501
trip,12500
applications,12494
receiving,12492
series,12491
approximately,12487
rb,12484
brenda,12480
variances,12454
legislation,12449
strictly,12438
effect,12437
dennis,12437
description,12413
record,12413
directors,12400
clearing,12396
mentioned,12388
fee,12354
worked,12348
louise,12338
barbara,12306
bailey,12301
friends,12299
belden,12277
man,12260
wilson,12243
murphy,12242
rebecca,12218
tony,12215
kingerski,12214
single,12205
quality,12196
sager,12187
leading,12187
player,12184
detected,12181
rating,12160
levels,12159
true,12141
income,12124
orders,12120
haven,12110
prepared,12106
manage,12096
appears,12076
benefit,12070
regulators,12070
judge,12066
fares,12053
input,12042
download,12041
firms,12031
randy,12029
reduce,12028
gets,12025
haedicke,12018
books,12016
rule,12010
relevant,12009
remove,11960
bracepatt,11958
ron,11949
programs,11947
reach,11934
pretty,11915
rest,11910
quickly,11897
fool,11891
space,11888
files,11888
raised,11878
offered,11874
allowed,11870
requests,11868
mean,11859
located,11847
entities,11846
quick,11838
0f,11836
crude,11834
wood,11825
reliant,11822
ann,11806
clean,11800
learn,11799
tw,11796
print,11795
roger,11794
saying,11793
collins,11788
purchases,11786
bonds,11773
novosel,11762
caps,11758
win,11751
agenda,11744
suggested,11727
voice,11722
gilbert,11718
maria,11712
austin,11708
funding,11704
perform,11701
box,11697
counterparties,11694
indicated,11688
jpg,11660
dinner,11638
community,11636
european,11622
entire,11615
maintenance,11607
sharon,11600
ray,11596
rto,11588
pre,11581
ebs,11579
judy,11570
amy,11567
tariff,11559
attention,11548
thoughts,11522
commerce,11506
responsibility,11482
impacted,11470
carolyn,11464
sa,11460
fixed,11452
foreign,11439
dabhol,11438
equipment,11438
mind,11427
provider,11424
started,11415
practice,11408
hourahead,11393
bpa,11385
denne,11380
nancy,11377
q,11352
winter,11340
daren,11334
engine,11316
advance,11292
aware,11275
budget,11267
spoke,11267
yards,11257
pool,11247
mccubbin,11233
bond,11219
emergency,11217
normal,11214
spacer,11212
register,11198
step,11189
assignment,11173
calif,11171
vote,11145
profits,11143
division,11140
association,11128
delivered,11127
previously,11126
spread,11117
lavorato,11115
wind,11114
expense,11113
success,11107
messaging,11101
tel,11096
juan,11071
suppliers,11066
choice,11064
insurance,11035
assistant,11028
reached,11005
sole,11002
comes,10999
evidence,10985
presto,10970
opinion,10964
procedures,10963
prc,10945
hit,10944
red,10940
70,10923
payments,10902
300,10902
boyd,10898
cynthia,10894
range,10887
justin,10885
nemec,10880
benefits,10870
attempting,10868
environments,10852
linder,10851
fun,10850
columbia,10848
journal,10827
600,10826
links,10825
drop,10823
marie,10814
evening,10813
sector,10812
critical,10799
dallas,10789
affiliate,10779
hot,10775
affiliates,10772
format,10765
fast,10764
search,10763
delainey,10760
welcome,10753
spokesman,10753
interview,10735
availability,10731
core,10724
northwest,10717
base,10716
ms,10703
resolution,10703
cfm,10700
merger,10695
target,10693
almost,10686
ticket,10675
dporter3,10671
jbryson,10668
termination,10667
sitara,10654
drew,10643
unable,10639
restrictions,10632
jane,10620
rod,10616
walker,10600
decided,10597
qb,10591
neil,10590
whole,10584
package,10573
dale,10559
_,10542
jean,10529
earthlink,10518
wireless,10512
official,10502
addressed,10495
easy,10494
write,10492
actual,10491
difficult,10479
christi,10474
douglas,10468
018,10466
gift,10462
grant,10427
farmer,10422
resume,10414
unknown,10413
progress,10412
study,10392
meter,10390
secretary,10387
trans_type,10386
mkt_type,10386
district,10372
hand,10366
isn,10361
words,10352
serve,10350
backout,10347
fees,10337
attachment,10329
track,10326
jackson,10324
garcia,10321
health,10319
sacramento,10297
title,10287
txt,10283
assume,10261
todd,10254
entered,10249
cera,10241
florida,10233
awarded,10225
sec,10224
subscription,10219
friend,10215
receipt,10212
caiso,10208
moran,10203
submit,10202
led,10199
accounts,10197
sc_id,10196
perhaps,10195
trans_date,10192
concern,10185
ideas,10169
megawatt,10166
finally,10158
limit,10158
environment,10156
reliantenergy,10156
dick,10149
terry,10140
peggy,10134
hain,10129
kitchen,10117
goes,10112
updates,10111
executives,10104
takes,10084
suggest,10079
bottom,10076
detailed,10072
separate,10071
resource,10054
front,10045
pjm,10045
producers,10028
jose,10026
sans,10025
ancillary,9997
considered,9996
shankman,9990
stanley,9984
chronicle,9970
hey,9968
watch,9962
ut,9961
confidentiality,9948
folks,9933
rose,9909
especially,9905
hodge,9902
65,9899
applicable,9896
generating,9895
serif,9895
park,9891
ventures,9890
pick,9888
folder,9884
origination,9876
relations,9868
operator,9867
southwest,9856
oh,9851
stage,9841
mexico,9833
debbie,9830
provisions,9826
sean,9824
body,9807
hughes,9801
continental,9794
avoid,9785
bass,9783
alternative,9780
shows,9776
talked,9773
carter,9762
rigzone,9756
contains,9751
fully,9741
common,9739
subscribe,9736
97,9728
moved,9704
nearly,9696
airlines,9692
ene,9680
participation,9678
gave,9661
nicolay,9642
ne,9630
jonathan,9628
strategic,9628
continues,9624
barry,9620
hernandez,9614
video,9610
beth,9609
continued,9606
howard,9606
asking,9593
boston,9591
partner,9579
investigation,9573
union,9568
dwr,9564
suzanne,9563
wa,9539
willing,9524
rodriguez,9506
financing,9505
deliver,9502
url,9489
diamond,9488
wolfe,9484
purposes,9480
dollar,9479
advantage,9465
northern,9438
herein,9434
conservation,9410
amendment,9407
representative,9398
dpc,9388
robinson,9387
survey,9381
lawyer,9379
overall,9375
whalley,9373
speak,9371
nation,9356
football,9356
offering,9354
regional,9352
released,9341
christian,9338
bit,9338
failed,9335
202,9327
transition,9316
phase,9308
forms,9306
registration,9305
ap,9304
ltd,9304
history,9303
item,9297
heather,9290
nd,9289
adams,9279
closing,9273
design,9272
despite,9268
accept,9263
wed,9237
mcconnell,9214
primary,9208
ft,9202
increases,9194
fill,9187
throughout,9184
donald,9177
teams,9171
tech,9164
reviewed,9162
raise,9155
bige01,9147
margin,9142
foster,9135
thinking,9128
records,9126
gordon,9110
commissioner,9109
zone,9103
standards,9103
hill,9103
giving,9097
ews,9094
bowen,9083
networks,9081
banks,9073
joint,9071
mwh,9068
sense,9047
kent,9045
minute,9039
415,9035
calling,9028
megawatts,9011
sincerely,9001
exercise,8999
detail,8993
westdesk,8992
paula,8990
hpl,8986
traded,8983
baughman,8982
games,8973
sharp,8968
broker,8955
technologies,8953
associates,8929
cross,8927
paying,8927
thus,8923
station,8920
appear,8917
1998,8917
socal,8915
phil,8899
socalgas,8897
choose,8886
jack,8879
panel,8878
particular,8878
eastern,8870
diane,8869
supplies,8859
except,8845
cellpadding,8840
400,8838
lynch,8837
bna,8831
concerned,8828
150,8825
losses,8825
ad,8818
div,8817
assembly,8816
designed,8816
outstanding,8814
began,8807
borland,8800
azurix,8796
advice,8793
wright,8789
myself,8784
guarantee,8781
dr,8780
claim,8779
leadership,8777
busy,8774
biggest,8768
initialize,8766
pressure,8759
lng,8755
itself,8753
2a04,8750
defense,8746
planned,8745
distributed,8744
sap,8740
steps,8733
vs,8730
conversation,8714
congress,8712
associate,8712
stated,8704
kathleen,8702
club,8692
nice,8687
specials,8686
carlos,8680
alert,8679
enjoy,8674
watson,8672
trust,8665
profile,8665
infrastructure,8663
ext,8663
angela,8661
deadline,8658
louis,8650
hansen,8647
jr,8641
passed,8640
individuals,8632
reflect,8628
comnes,8623
expressed,8601
jobs,8587
greater,8586
wait,8584
pr,8576
stacy,8576
robin,8574
cellspacing,8570
claims,8561
miss,8560
dana,8553
express,8552
opening,8545
ginger,8545
brief,8540
metals,8535
guy,8532
operational,8526
carrfut,8509
requires,8508
suggestions,8498
curry,8496
00pm,8495
explorer,8493
quite,8492
perlingiere,8492
importance,8490
albert,8487
microsoft,8477
cause,8474
stuart,8467
sen,8462
px,8458
campaign,8458
richardson,8457
behind,8456
se,8448
venturewire,8417
controls,8406
liz,8403
privacy,8391
remaining,8381
goal,8378
offices,8376
pending,8374
ces,8373
town,8370
beach,8369
sellers,8367
delay,8364
airport,8363
anne,8362
legislative,8353
gmssr,8346
holding,8335
served,8329
successful,8328
meredith,8327
diana,8309
approve,8305
road,8296
relationship,8292
molly,8289
known,8284
transport,8283
testing,8274
wrote,8273
stories,8271
alex,8271
prepare,8271
legislature,8249
huge,8247
blue,8246
developing,8243
nuclear,8242
fastow,8242
asap,8233
notified,8233
toward,8232
exposure,8231
wayne,8227
store,8223
bp,8222
documentation,8216
lloyd,8214
parsing,8211
remains,8209
bay,8207
children,8204
cases,8203
auction,8194
injury,8185
wrong,8182
wide,8178
connection,8177
noted,8171
guaranty,8171
consulting,8165
knowledge,8151
improve,8149
verdana,8129
travelocity,8129
stewart,8124
281,8117
hello,8111
teresa,8110
millions,8107
purchased,8107
reasonable,8104
sites,8101
parent,8076
leaders,8073
rich,8070
compliance,8068
indian,8067
bloomberg,8064
1st,8063
stuff,8062
restructuring,8060
expansion,8055
handle,8051
negotiations,8050
fell,8049
ps,8046
charged,8020
reservation,8013
picture,8012
execution,8010
250,8004
seattle,8000
tonight,7994
difference,7993
brought,7990
assist,7989
river,7988
valign,7987
task,7986
ward,7984
statements,7974
bin,7969
canadian,7965
sept,7961
leaving,7958
engineering,7957
decisions,7956
produce,7955
cathy,7952
entry,7952
nor,7951
spent,7945
mar,7944
interests,7936
pages,7934
alamo,7929
var,7925
selected,7915
instructions,7913
ets,7912
regular,7903
travis,7894
bought,7892
sf,7887
growing,7881
developed,7877
jeremy,7871
pro,7868
particularly,7863
te,7848
emissions,7848
seller,7847
path,7847
immediate,7831
concerning,7825
double,7818
discount,7817
hub,7810
ways,7806
coast,7797
speed,7792
mon,7791
obligations,7789
memory,7784
matters,7770
positive,7769
veronica,7766
risks,7766
actions,7762
ip,7757
spend,7753
merchant,7746
buyer,7736
often,7736
built,7734
continuing,7731
spring,7731
identify,7728
flight,7724
yourself,7717
minimum,7711
henry,7701
pa,7694
decide,7693
waiting,7691
considering,7690
reasons,7688
estimate,7675
reduced,7671
proceed,7663
partnerships,7660
seeking,7654
sdg,7648
fw,7647
eott,7633
dissemination,7627
mcvicker,7622
ci,7615
browser,7612
god,7611
reliability,7604
managers,7594
secure,7594
commitment,7587
txu,7584
rita,7581
students,7581
nyiso,7576
talks,7571
jerry,7557
taxes,7548
writing,7544
98,7536
protection,7534
denver,7526
saw,7525
helpful,7523
mailing,7518
requirement,7504
julia,7503
dc,7501
launch,7498
break,7497
nasdaq,7493
seeing,7489
mseb,7487
direction,7483
coverage,7481
membership,7475
phillips,7467
en,7465
valley,7464
guess,7463
ercot,7461
partnership,7460
acquisition,7458
letters,7457
administrative,7453
nt,7452
happen,7452
volatility,7446
